Call_ID,Agent_ID,Customer_ID,Call_Timestamp,Call_Topic,Channel,Wait_Time,Call_Duration,Call_Status,Sentiment_Score,CSAT_Score
ffff4277-2548-4639-ba48-613a20f123dc,58,"",4/11/2026,,,61,39,,68,84
3fb55a49-6e27-4db6-86fd-de2bf946cd93,59,"",4/7/2026,,,80,68,,48,77
123a747b-d09b-4456-a069-bb0a4c2b8790,60,"",3/23/2026,,,50,61,,47,79
733d1164-d21e-405a-afa2-83257152ee83,61,"",2/11/2026,,,99,19,,91,81
bdc8d85e-6941-4713-9fde-647046e8e023,62,"",3/23/2026,,,77,52,,69,78
a483de11-ce1b-4c93-90fd-5d56e200b9b6,63,"",10/26/2025,,,37,73,,11,67
69131080-0d5c-49f9-be6b-180bf1e23b20,64,"",7/31/2025,,,83,81,,24,42
36776d31-b82e-423d-a6b9-ec5dba43c8c6,65,"",2/16/2026,,,8,72,,36,17
6b774403-d91a-4df7-a81a-b8ba03fdcf06,66,"",10/19/2025,,,95,95,,73,38
dec1f9f3-0912-4679-8d9c-e1d53d5f7729,67,"",5/19/2025,,,3,87,,72,10
327f00db-6f7d-4928-8a03-cd56b44dded3,68,"",4/1/2026,,,21,68,,65,86
7ad40829-8fe4-461d-bfec-4b240b420018,69,"",7/24/2025,,,48,91,,51,80
90ba4699-de19-4b8f-890f-da903a09af12,70,"",6/6/2025,,,5,19,,62,67
0ff081c2-09f5-4225-908d-ea7704a737c1,71,"",1/12/2026,,,29,93,,94,45
d01b2fc6-a844-4ffc-b013-7b4a4c7769c6,72,"",5/1/2025,,,84,17,,76,21
c1f5dd46-fd2b-48b1-9e6a-d153ba17addc,73,"",10/7/2025,,,51,66,,71,47
1e537b97-ef65-44c3-a537-ea7f1c8be0c9,74,"",5/17/2025,,,99,22,,12,82
bc65fb01-158d-4ee7-a2bb-21b81e7cc767,75,"",2/23/2026,,,38,94,,64,8
23b4c106-a4a4-4e32-97d8-da23686d300e,76,"",9/22/2025,,,12,3,,44,15
838187e9-0dbe-402a-ac59-735af198798b,77,"",11/8/2025,,,25,39,,42,1
d1ea08e3-e836-4ec1-a65c-6186ff6ab51f,78,"",1/31/2026,,,33,29,,91,72
af4d045c-1f23-4b8f-b87c-d9642f6385f2,79,"",6/25/2025,,,57,93,,16,41
57e0e136-0707-4fe9-847a-e47af828ff3f,80,"",5/31/2025,,,25,52,,17,12
239f07e5-a4a6-4acc-802e-60a8845a4ec4,81,"",10/27/2025,,,30,52,,13,90
059188d8-6e1e-4e60-8161-1634cffeb52e,82,"",8/23/2025,,,20,63,,10,74
5feedc09-6a3c-4af5-b9ad-a225f3f1ea09,83,"",8/15/2025,,,69,41,,19,61
5468efe7-0cc8-4466-8474-8a6ba6e1fe5e,84,"",9/3/2025,,,51,78,,14,40
de125a4d-14e3-4e27-a41b-c37f3ccaa25d,85,"",1/18/2026,,,36,52,,13,7
a2ea6176-5af9-4746-8005-e1ec59d2c64b,86,"",6/4/2025,,,90,66,,28,69
5809fb14-318f-4513-a693-06bf800e301a,87,"",5/3/2025,,,54,22,,90,46
7a112663-a1e9-4c8e-bdab-7a47209ff678,88,"",9/11/2025,,,70,34,,13,1
c24e88f9-0ee8-4f11-9e00-f2e7feed5834,89,"",5/15/2025,,,92,8,,72,45
8a945786-3305-453d-a03e-db28c4816349,90,"",11/13/2025,,,77,74,,37,60
9eb835cf-8a2e-4532-bc4d-32f6b41cb212,91,"",5/30/2025,,,32,65,,14,33
a6de8715-ab18-4e6d-9768-b911d644da52,92,"",2/3/2026,,,17,28,,56,61
5e9c9467-49c8-48b5-b7a5-df860aa4d4a9,93,"",10/13/2025,,,14,83,,62,6
633a5611-c82d-4928-b4e2-161fb120eb5e,94,"",5/5/2025,,,47,15,,40,18
42abf752-a2ff-4a49-ad77-8b696c4bdf32,95,"",5/4/2025,,,42,79,,90,19
bfe9e0a3-4e83-43fe-9bcd-a32835a9050f,96,"",2/14/2026,,,89,88,,21,80
42338f78-06c1-4ee5-a57b-69a4bea51b0a,97,"",4/5/2026,,,64,10,,41,39
b38c7b1e-5453-4209-834d-d2af6f3801f4,98,"",10/3/2025,,,62,63,,25,78
01b24ed5-4384-4fe9-b09c-8b7ad8534d6a,99,"",9/22/2025,,,63,28,,39,64
72fe27a5-d452-4245-a940-f9f32372ddbb,100,"",9/29/2025,,,86,87,,71,90
b834e32c-11c5-403f-afde-c1d7deedc529,101,"",5/11/2025,,,67,10,,8,55
cf988187-fc90-4d9c-a528-508ee00c2594,102,"",1/7/2026,,,13,2,,76,9
ebdcf9f2-fce6-44bc-a854-b79e71367256,103,"",4/1/2026,,,78,63,,89,7
9509ece4-08dc-4699-988e-0c5bee5df5c4,104,"",6/23/2025,,,35,60,,18,48
02df891b-1249-4b4a-a2e5-69e472c2a324,105,"",11/7/2025,,,2,31,,39,77
fcd9e491-e5b4-4039-bb2d-09e189dc7b64,106,"",3/2/2026,,,89,5,,69,60
4af1ea04-b329-47bc-ac56-e256e064709e,107,"",1/14/2026,,,15,25,,43,7
94901f1b-b0c1-49cd-aa83-69e603e9fd27,108,"",6/6/2025,,,62,81,,54,27
f9c54e45-5f53-45d1-8702-29954656787d,109,"",5/15/2025,,,93,32,,19,31
47b8e5cf-ecaa-4111-bf59-a770ed364a3b,110,"",11/14/2025,,,16,58,,45,73
de7b3bbe-a7d4-41b9-ac5f-55d815f4c926,111,"",1/7/2026,,,41,78,,26,77
3ddaf3a1-71f3-4985-902e-08934fc12cdb,112,"",2/15/2026,,,65,37,,84,85
aa83b1a1-5ec4-409e-856b-d8d6aa4fcc4d,113,"",12/24/2025,,,10,28,,12,98
335b7a86-b165-4656-a576-37a323d08207,114,"",2/16/2026,,,52,1,,15,96
5082e8fd-e6fc-4bbd-a199-2be472d400f5,115,"",11/12/2025,,,83,20,,82,28
de88405e-23e4-4b51-a8c5-6bbfe79f48bb,116,"",2/21/2026,,,44,81,,25,29
872c55d2-f7fa-42f3-816f-8ff92d2548c3,117,"",4/23/2025,,,59,77,,26,23
202079d2-b876-4fac-84cc-fcbe6db60f08,118,"",8/1/2025,,,92,4,,90,82
22e7975b-dffd-4a7c-a070-c3d9db9b47dc,119,"",6/26/2025,,,84,33,,82,72
177f8947-3acd-4443-9dc5-8da7527eaa65,120,"",6/5/2025,,,94,59,,12,87
351df177-f2cc-4ceb-abfc-03bd9cb8746c,121,"",9/5/2025,,,35,65,,92,31
7d4ad9ae-2fe8-4ea9-8e2e-e36dd4d949a4,122,"",6/20/2025,,,7,46,,73,82
42968207-2e2c-4237-a965-0b4af937c728,123,"",9/16/2025,,,41,55,,89,35
b1236fb1-82a1-4621-822c-e54c60e97b9e,124,"",1/12/2026,,,50,37,,71,40
c393913d-b8c1-4666-8168-781bcb5e14fc,125,"",11/10/2025,,,79,72,,12,51
e73311d7-8da0-4a7f-b8d8-e7582e419fda,126,"",6/21/2025,,,82,91,,75,68
a8a0b780-628f-440a-912d-7405554a3295,127,"",5/8/2025,,,77,61,,63,26
6f4e667d-e018-4eb8-aeb6-07cc7d82279f,128,"",6/25/2025,,,8,45,,85,9
edbba374-a4cf-449c-aa32-d75185d6c1ec,129,"",6/7/2025,,,67,15,,30,80
7ad671ad-e3c5-4a45-a6ce-c2e4eeede99e,130,"",1/16/2026,,,54,3,,11,25
ff0e2a6d-196c-4455-95aa-97072bbceae0,131,"",8/18/2025,,,74,49,,14,70
b4a511c7-dc7e-4136-860b-719911b37af8,132,"",11/16/2025,,,84,24,,94,26
4cb9af33-5293-4985-bf60-e4faea2c1c26,133,"",9/11/2025,,,57,51,,11,4
7de7bf6a-82d9-4a6b-aebb-0c612f921078,134,"",10/23/2025,,,95,9,,73,90
03dd886c-6ac7-4bb1-98f3-e8a589d09c08,135,"",6/20/2025,,,94,34,,81,93
00c3d950-ed4e-4a46-a5ed-bc5591a9508a,136,"",10/7/2025,,,84,2,,6,29
534983e0-a76c-4390-a70e-53476edab5b9,137,"",4/23/2025,,,54,85,,26,64
f0063cc6-73ea-4aa2-87af-403cfcfdece6,138,"",8/6/2025,,,81,30,,87,12
3512e92a-5a61-40d3-88a2-5f65410d68e4,139,"",8/11/2025,,,30,32,,29,30
b7dff1f3-c3d1-464a-ae91-22913e1792eb,140,"",12/6/2025,,,84,75,,67,97
cd60e491-5877-44e4-99b7-5018a7e5d1f6,141,"",6/16/2025,,,11,66,,95,67
921dd924-a170-4d89-99e0-f6edd46570e2,142,"",8/22/2025,,,64,30,,75,90
3fe6a512-4026-48db-868d-8ebf66221202,143,"",10/29/2025,,,9,1,,65,95
df5cd412-7a5a-4ca7-8175-f6ab4083dac1,144,"",12/6/2025,,,75,51,,56,91
7a57d3f5-7ecd-4516-9807-655e277e25e6,145,"",6/30/2025,,,72,34,,93,58
627770dd-9b04-4004-87f0-aa0edb62193f,146,"",1/4/2026,,,49,50,,45,58
640ce743-3790-4731-9ad2-d931f63e67d7,147,"",1/9/2026,,,55,46,,74,83
a9329a77-73c0-4b07-87ad-c1fbdc92a32e,148,"",3/19/2026,,,35,28,,64,93
ffcb017d-696d-46f9-b64b-a580ba5bab40,149,"",4/21/2025,,,32,47,,86,79
a2072365-6555-4233-b59a-a8802cec80b5,150,"",1/6/2026,,,12,91,,49,51
8db8d08c-69dd-460a-a207-9127b0e931fc,151,"",2/2/2026,,,77,94,,64,49
ca6b94df-73f0-4d40-9f17-ff74c00c431c,152,"",3/4/2026,,,98,54,,15,64
aa3ac2a7-9571-4c42-aa31-9f70629a40db,153,"",2/3/2026,,,2,33,,18,90
57dcbe63-9388-4b1e-a2e8-d29cd6ae2611,154,"",3/31/2026,,,44,85,,11,97
f7396897-b435-42b2-88d5-eda0bffc4a49,155,"",11/1/2025,,,58,89,,75,14
ad41e748-ddb6-4353-bf64-d95ebf850f42,156,"",4/21/2025,,,81,41,,9,49
c80776fb-665c-4c96-82d2-651d400ee25c,157,"",1/15/2026,,,79,80,,19,24
3d0e8220-ef28-43c6-93f7-19602ccbf162,158,"",1/2/2026,,,16,17,,45,39
e89e0f1d-ac53-4f47-a17f-8084ad8185ae,159,"",10/21/2025,,,88,95,,33,19
d5c08d7e-f9c5-4894-8f40-c1d788e8b7d4,160,"",12/11/2025,,,83,73,,66,10
a28fbba3-20f5-409f-8fe0-8231422d9afb,161,"",2/26/2026,,,7,17,,75,28
89e40e4d-4fd8-424f-a443-b51f137f7f45,162,"",6/6/2025,,,84,83,,71,20
d4990092-9070-4301-a9a1-5d4da8cfca0e,163,"",11/20/2025,,,21,89,,100,95
f20d7ec1-296c-4f30-9219-ce5afa419d5b,164,"",7/21/2025,,,63,16,,76,25
eb402e5f-9f2a-41fb-8e7a-4a2fd1d85e4e,165,"",7/13/2025,,,35,2,,37,22
5c6f332a-fb30-4abd-8af1-09ce2f869680,166,"",2/2/2026,,,34,11,,15,74
7d0c4f61-4167-401c-af18-9740faf34a51,167,"",9/28/2025,,,29,75,,66,14
9d166a9b-b41f-4ba5-b831-39143d7b34d1,168,"",7/16/2025,,,35,96,,89,36
dfa277a5-a4bd-4b37-b81e-73f55748b996,169,"",8/6/2025,,,30,37,,56,73
154982cd-7f60-45af-8cd4-205ecfe322cf,170,"",5/18/2025,,,69,10,,73,76
bba183e1-acff-4272-be79-708c1f5c7414,171,"",7/13/2025,,,97,18,,23,3
341dc4ab-e9d7-4a69-84cc-2ada6da03e92,172,"",8/25/2025,,,83,50,,19,9
b28e58e6-90de-4813-9bf7-732896c8b559,173,"",7/11/2025,,,56,83,,18,11
e14b255e-cddd-4392-843e-d0df59dab4c7,174,"",2/28/2026,,,92,95,,30,23
4133d9e2-4550-4e10-8be0-3d9a7fd4228c,175,"",10/19/2025,,,44,55,,28,65
5a8517fb-f32f-465e-9d72-3bdd778b41dd,176,"",8/29/2025,,,85,71,,82,36
09b4f03b-7aa7-4f80-87e7-424114e7917a,177,"",9/28/2025,,,8,46,,9,83
f6f4bccc-7e6d-4914-a571-2f6c07d21463,178,"",2/14/2026,,,30,85,,60,26
3fec517d-0f7f-4162-85e5-e2b68f58f55b,179,"",9/10/2025,,,83,11,,43,4
1bc817fb-5471-46f7-b198-c949c89ce9a9,180,"",11/18/2025,,,24,17,,13,2
604e89e3-592f-469e-aa6d-48f27cb1e6d9,181,"",6/29/2025,,,66,80,,9,79
88bf2b56-45c4-4af6-808f-29f232080f3e,182,"",2/26/2026,,,96,81,,3,99
290aa6be-497c-4590-aac3-8c65ff8359a5,183,"",8/27/2025,,,79,51,,74,51
44233a87-c824-44a9-9970-85324418da4d,184,"",11/12/2025,,,34,59,,40,22
bf35e93c-3e75-4f05-b8e5-21443c1882f6,185,"",1/13/2026,,,10,76,,21,98
ea4d2d01-5f35-4d76-9248-a8e084e079cc,186,"",12/11/2025,,,32,23,,77,100
062a12e2-5eb1-4afd-b09f-b7d5277d99a5,187,"",6/18/2025,,,38,4,,54,71
f18db13b-e515-4f37-ac7c-eb4c383fc867,188,"",5/23/2025,,,53,46,,6,28
8b3e87fe-2ca8-4ce5-88d7-a753c3392f7f,189,"",8/29/2025,,,23,13,,60,97
b89ffca8-3dd5-4cfb-8225-4b5a223fd8e2,190,"",9/1/2025,,,55,94,,74,63
7aaf9593-4dd3-48f5-a703-32ce3463f571,191,"",1/28/2026,,,8,11,,56,99
e6d3b7f0-7a3b-4a0f-8b3a-52abc281fec7,192,"",8/22/2025,,,56,27,,96,10
3cf23c99-e5ec-4000-9f56-b3c43fe4d86b,193,"",12/18/2025,,,62,72,,9,58
6bd4babe-2234-4f0b-ac86-a1d92775f8fb,194,"",7/29/2025,,,25,57,,71,92
adc1bec8-1988-4227-8ea3-10ccb1fdda35,195,"",5/20/2025,,,65,78,,18,8
3b5fce3b-f7cf-4143-97b2-15af593c8149,196,"",11/25/2025,,,24,86,,11,75
a65ddc21-3a13-4f59-ba82-4527cffdc373,197,"",9/16/2025,,,49,25,,44,50
335fa12a-c1a4-4916-a31e-7b30c2dc1dfb,198,"",2/25/2026,,,7,63,,92,10
1bd7cb99-6187-456b-9f81-5762897a258a,199,"",8/30/2025,,,44,47,,16,69
1239f0e1-4189-45a3-8a7e-96094a9ba681,200,"",1/19/2026,,,70,77,,92,2
226f121a-66c3-431e-a764-19acd0951c7e,201,"",6/26/2025,,,10,21,,40,86
525943d3-fa61-4aaa-8161-7778e119f2ec,202,"",2/20/2026,,,13,70,,61,12
9ef4411c-fed6-4b79-b530-15f02a349b13,203,"",11/1/2025,,,36,65,,15,39
bbe2442b-e122-4327-a957-24fca28a9ce9,204,"",2/9/2026,,,47,52,,89,25
a2057761-5c5a-4902-95e5-2f9119e288f2,205,"",10/25/2025,,,28,22,,89,33
db33b57d-b952-4313-9e4f-0dd46a5efb16,206,"",6/28/2025,,,61,56,,41,26
4eb8b741-30d8-4c46-89d1-cabc2943ee5c,207,"",9/15/2025,,,54,51,,49,43
b9865971-3144-4868-8fab-b774dbf22f95,208,"",5/15/2025,,,24,88,,60,66
e1cdef15-a024-4c6e-81cf-4dc890ab4665,209,"",6/2/2025,,,15,84,,48,82
18a1c618-b489-4b44-a124-39d8db404788,210,"",5/27/2025,,,11,36,,52,10
b4149c3d-523c-4c22-93a5-34ea588b3655,211,"",10/16/2025,,,20,40,,36,59
9e56530e-efab-4a37-af2c-8b529fa7cd70,212,"",1/27/2026,,,68,29,,86,23
ab59d27a-e38a-47f5-ba93-75eac31d7a55,213,"",2/26/2026,,,75,6,,49,57
1db86116-96ea-4d6a-9c60-cbd561eb0a57,214,"",2/10/2026,,,17,73,,61,63
3ee45ba3-f4c1-433c-bde2-e8b8eaf22f6d,215,"",5/18/2025,,,98,51,,42,51
092f6a8f-1ccc-4d32-a348-f4b7cd6ff07b,216,"",2/25/2026,,,76,35,,90,53
e714865c-f677-4211-9d8a-93517b3fd453,217,"",8/10/2025,,,10,65,,57,66
c01cfe72-f52c-4f66-bd2d-0fe45b198132,218,"",5/21/2025,,,73,74,,51,28
2306b8a8-8f6c-44e4-a8e4-e4a090b89ec0,219,"",7/21/2025,,,97,9,,52,78
c8bcc0b7-a267-48bf-a08b-2c23a718cbf3,220,"",11/16/2025,,,37,8,,12,67
80e90ba5-a77d-4ff5-be89-42a763eeed6c,221,"",1/2/2026,,,33,23,,77,29
f109614e-f8e1-4c0e-80b6-4160203789b2,222,"",8/21/2025,,,66,24,,31,52
cc81ed9e-13d0-4e33-b479-c7faeea9ddef,223,"",6/16/2025,,,78,34,,52,5
cbee8a6a-f2a8-4486-8e87-94cf93057488,224,"",5/15/2025,,,76,87,,52,15
d0c78fd4-e8a7-46ff-964b-6d99d3ced360,225,"",1/18/2026,,,54,67,,61,27
8718ae9e-a04f-44a8-92e0-e68d33f1ee63,226,"",3/15/2026,,,68,52,,69,88
a466ef85-f3c6-4d31-8b66-70079d2772aa,227,"",1/16/2026,,,75,20,,5,25
455b73fb-573e-4619-a566-b2cc896a7065,228,"",11/2/2025,,,30,18,,67,1
79a190e2-1245-40cb-a785-784ce1237460,229,"",9/2/2025,,,37,44,,4,40
ba05c910-7b9b-49de-a96c-4b5d1fa8ceea,230,"",7/28/2025,,,56,28,,53,63
63169435-9380-4557-9877-7e21675a8985,231,"",3/7/2026,,,34,53,,29,99
ccea066d-8929-4402-8784-6aaf01207e3d,232,"",7/14/2025,,,60,90,,13,47
3b41727d-bd96-471a-89c9-dc44e174db98,233,"",1/8/2026,,,97,81,,97,8
1e29faf5-9fd2-483e-8e0b-6e18f5ad32e2,234,"",9/10/2025,,,70,57,,32,36
65a14b74-8e77-4ccd-bab3-f84f16a8eb21,235,"",6/11/2025,,,59,37,,57,65
8f6da12c-ade3-4919-ba79-52b3abc82062,236,"",2/23/2026,,,10,94,,63,95
a844bbf1-d406-4213-9857-9e9692e59482,237,"",3/9/2026,,,66,22,,100,99
812788d5-27bf-4cc8-8689-cfa211344465,238,"",2/2/2026,,,51,11,,45,42
96636698-e076-49e5-b7cb-7f929ae30e08,239,"",1/20/2026,,,53,54,,67,68
115d344a-ed7a-475c-9468-ee760149fda0,240,"",9/13/2025,,,65,21,,81,8
5c6614ae-39e8-43ed-bfe9-cee3e0d37624,241,"",7/8/2025,,,45,20,,79,65
c75ba15a-dc0d-4a8a-97d3-0837b4b0676e,242,"",4/18/2026,,,42,33,,93,98
f79d905b-de42-422c-9710-e82f1c30fa8c,243,"",10/24/2025,,,56,73,,2,9
0550c2e3-afc9-49be-9994-1394506e1be0,244,"",9/25/2025,,,30,1,,34,26
01cb6da7-0946-4998-87df-607a68f8554a,245,"",8/21/2025,,,9,24,,55,5
48f522dd-252d-4bc7-ba63-b36695453a60,246,"",1/2/2026,,,52,55,,13,28
f9e55e47-66c6-4d20-ab33-59c4ae2e3e36,247,"",6/19/2025,,,46,70,,32,65
f87d3a90-eaf8-4ab6-88f4-e5cdcd4adc21,248,"",11/10/2025,,,10,26,,60,26
993b1804-d161-4f44-8cf4-603773b8ec65,249,"",2/3/2026,,,19,41,,58,14
cb1e3652-9069-4085-ba84-997a0d094748,250,"",5/10/2025,,,56,62,,88,46
43a654e9-a9cf-4ecc-aa76-51d9782549c5,251,"",1/9/2026,,,87,2,,57,73
0cd9169a-ed23-42fb-abb2-4b65d08b3b37,252,"",9/8/2025,,,71,54,,26,78
450a40d5-35b0-478e-9a0a-3a91bb0b3f3c,253,"",12/16/2025,,,19,8,,66,2
ac90e5ec-3752-4165-883a-40138542491f,254,"",4/17/2026,,,37,53,,58,93
5bc5a03c-7508-4125-bf72-a40849af9f22,255,"",5/17/2025,,,83,37,,8,97
435728b0-3387-41c8-a40d-0d856a263f07,256,"",9/20/2025,,,45,90,,61,54
e9da55df-df93-454d-8f4f-e686f710c552,257,"",10/30/2025,,,61,28,,70,54
7e7e8866-f478-45f0-b482-1453243e1822,258,"",6/25/2025,,,44,63,,70,49
50dbc7b0-4571-4faf-89f0-659851bc4d79,259,"",8/4/2025,,,74,60,,31,54
e47050e5-1df0-4e13-97a3-49d35b6d0bc6,260,"",10/19/2025,,,21,42,,15,48
52c3791f-cc9b-425c-84e8-186e3fc782fc,261,"",11/23/2025,,,8,41,,11,98
dfa98ce3-1c81-4061-9172-c8510eae3c64,262,"",4/29/2025,,,89,62,,59,7
19b62750-d4b1-4b9f-aac9-bb9bc4c07e50,263,"",5/26/2025,,,31,81,,62,75
4f4004a7-f9c9-456c-8696-b65335f20483,264,"",2/3/2026,,,13,48,,33,87
4b7d9f84-5797-43a0-a1ac-b4904e6a14f1,265,"",11/1/2025,,,50,18,,62,98
0d61661d-984e-46e6-8293-253ec399b54d,266,"",6/18/2025,,,88,70,,81,24
05385832-8a44-480c-be86-fee5958fb197,267,"",2/7/2026,,,83,17,,89,92
b7767c18-0fec-457a-846b-06da6c282293,268,"",6/14/2025,,,35,100,,95,76
85241e7c-57d7-413a-8034-af9b64ed0ceb,269,"",4/12/2026,,,19,45,,96,33
f70745cd-aa83-4091-8789-2fb16a70ee12,270,"",2/20/2026,,,7,86,,41,36
474e30ba-4879-44f6-89c5-1dbc1536eeb3,271,"",2/19/2026,,,99,54,,12,97
cd36a808-36f7-46ca-8e1f-56eab64d1fdc,272,"",11/10/2025,,,15,76,,94,41
d68c96e9-8648-4d1c-9686-9541f26d1ca9,273,"",9/7/2025,,,90,97,,6,89
0b9c37b1-dabd-457d-8b92-433c2cf60235,274,"",8/26/2025,,,74,92,,87,92
ded0cb01-65df-4696-86e4-1cf695125ee1,275,"",2/11/2026,,,98,100,,61,59
70d2ac15-3d3c-4dc0-8d74-3bd881358007,276,"",8/13/2025,,,50,23,,21,98
250e1072-8097-44db-89c3-371ae480b963,277,"",6/13/2025,,,89,75,,77,39
cc2498f6-1e0e-4ba8-8a0e-e32c5f8872a6,278,"",5/22/2025,,,100,55,,84,100
d9b26a1a-3d28-437f-9ee9-5181e656bebd,279,"",9/7/2025,,,56,97,,73,66
304d2b9c-d40b-43bb-9b11-631f048cd278,280,"",2/18/2026,,,37,37,,88,18
4be23776-1613-484d-88f3-09b4d015179c,281,"",9/14/2025,,,69,1,,80,34
9987fc95-6295-424f-8676-8df5609ed95a,282,"",5/27/2025,,,64,41,,40,66
